date,trade_rate,foreign_check
date,trade_rate,foreign_check
2023.12.08,910.44,901.07
2023.12.07,910.0,900.64
2023.12.06,892.71,883.53
2023.12.05,894.04,884.84
2023.12.04,889.35,880.2
2023.12.01,884.49,875.39
2023.11.30,876.48,867.47
2023.11.29,875.04,866.04
2023.11.28,873.61,864.62
2023.11.27,874.32,865.33
2023.11.24,873.64,864.65
2023.11.23,871.23,862.27
2023.11.22,873.35,864.37
2023.11.21,874.51,865.51
2023.11.20,871.57,862.6
2023.11.17,866.44,857.52
2023.11.16,858.38,849.55
2023.11.15,865.07,856.17
2023.11.14,870.49,861.53
2023.11.13,873.55,864.56
2023.11.10,871.42,862.46
2023.11.09,868.57,859.63
2023.11.08,869.38,860.44
2023.11.07,870.75,861.79
2023.11.06,867.59,858.66
2023.11.03,877.8,868.77
2023.11.02,887.71,878.58
2023.11.01,897.94,888.71
2023.10.31,896.23,887.01
2023.10.30,901.65,892.37
2023.10.27,907.39,898.05
2023.10.26,903.41,894.11
2023.10.25,903.18,893.88
2023.10.24,899.35,890.09
2023.10.23,901.36,892.08
2023.10.20,902.81,893.52
2023.10.19,907.0,897.67
2023.10.18,904.39,895.08
2023.10.17,905.78,896.46
2023.10.16,903.23,893.93
2023.10.13,905.96,896.64
2023.10.12,898.91,889.67
2023.10.11,900.7,891.43
2023.10.10,905.28,895.96
2023.10.06,909.95,900.59
2023.10.05,910.34,900.97
2023.10.04,910.46,901.09
2023.09.27,906.94,897.61
2023.09.26,906.31,896.98
2023.09.25,901.91,892.63
2023.09.22,900.67,891.4
2023.09.21,908.75,899.4
2023.09.20,898.72,889.47
2023.09.19,900.2,890.93
2023.09.18,898.32,889.07
2023.09.15,901.46,892.18
2023.09.14,901.48,892.2
2023.09.13,901.71,892.43
2023.09.12,904.05,894.75
2023.09.11,908.22,898.87
2023.09.08,904.69,895.38
2023.09.07,907.79,898.45
2023.09.06,904.44,895.13
2023.09.05,906.1,896.78
2023.09.04,901.21,891.93
2023.09.01,903.59,894.29
2023.08.31,906.7,897.37
2023.08.30,907.56,898.22
2023.08.29,905.27,895.95
2023.08.28,905.21,895.89
2023.08.25,906.14,896.81
2023.08.24,909.93,900.57
2023.08.23,922.76,913.27
2023.08.22,917.47,908.03
2023.08.21,916.83,907.4
2023.08.18,924.14,914.63
2023.08.17,917.94,908.5
2023.08.16,918.5,909.05
2023.08.14,919.86,910.4
2023.08.11,918.91,909.46
2023.08.10,911.07,901.7
2023.08.09,916.72,907.29
2023.08.08,922.43,912.95
2023.08.07,920.48,911.01
2023.08.04,922.69,913.2
2023.08.03,912.06,902.68
2023.08.02,906.4,897.07
2023.08.01,900.4,891.14
2023.07.31,896.95,887.72
2023.07.28,905.26,895.94
2023.07.27,908.7,899.35
2023.07.26,908.8,899.45
2023.07.25,906.03,896.71
2023.07.24,906.42,897.09
2023.07.21,909.06,899.71
2023.07.20,910.87,901.5
2023.07.19,905.49,896.17
2023.07.18,911.94,902.56
2023.07.17,912.46,903.07
2023.07.14,916.98,907.55
2023.07.13,918.33,908.89
2023.07.12,925.14,915.62
2023.07.11,920.41,910.94
2023.07.10,922.7,913.21
2023.07.07,917.02,907.59
2023.07.06,907.17,897.83
2023.07.05,901.76,892.49
2023.07.04,898.98,889.73
2023.07.03,906.09,896.77
2023.06.30,913.85,904.45
2023.06.29,911.8,902.42
2023.06.28,908.43,899.08
2023.06.27,903.43,894.14
2023.06.26,910.93,901.56
2023.06.23,912.73,903.34
2023.06.22,912.76,903.37
2023.06.21,910.91,901.54
2023.06.20,909.6,900.24
2023.06.19,906.62,897.29
2023.06.16,905.59,896.27
2023.06.15,908.54,899.19
2023.06.14,915.06,905.65
2023.06.13,910.62,901.25
2023.06.12,923.64,914.14
2023.06.09,928.01,918.46
2023.06.08,934.88,925.26
2023.06.07,935.16,925.54
2023.06.05,935.81,926.18
2023.06.02,935.88,926.25
2023.06.01,950.02,940.24
2023.05.31,949.83,940.06
2023.05.30,944.7,934.98
2023.05.26,944.56,934.84
2023.05.25,952.55,942.75
2023.05.24,950.46,940.68
2023.05.23,953.52,943.71
2023.05.22,951.66,941.87
2023.05.19,963.13,953.23
2023.05.18,966.73,956.78
2023.05.17,974.35,964.33
2023.05.16,982.6,972.49
2023.05.15,984.83,974.69
2023.05.12,990.38,980.19
2023.05.11,989.47,979.29
2023.05.10,983.16,973.04
2023.05.09,981.61,971.51
2023.05.08,979.22,969.15
2023.05.04,983.07,972.95
2023.05.03,985.58,975.44
2023.05.02,982.43,972.32
2023.04.28,977.51,967.46
2023.04.27,1001.23,990.92
2023.04.26,1004.17,993.83
2023.04.25,1003.03,992.71
2023.04.24,993.64,983.42
2023.04.21,993.1,982.88
2023.04.20,985.8,975.65
2023.04.19,989.1,978.92
2023.04.18,982.74,972.62
2023.04.17,982.62,972.51
2023.04.14,977.31,967.25
2023.04.13,986.9,976.74
2023.04.12,993.96,983.73
2023.04.11,991.12,980.92
2023.04.10,989.57,979.39
2023.04.07,998.3,988.02
2023.04.06,1000.8,990.5
2023.04.05,1003.51,993.18
2023.04.04,996.55,986.29
2023.04.03,991.28,981.08
2023.03.31,986.48,976.33
2023.03.30,978.71,968.63
2023.03.29,984.03,973.9
2023.03.28,994.38,984.15
2023.03.27,991.28,981.08
2023.03.24,994.53,984.3
2023.03.23,978.85,968.77
2023.03.22,983.99,973.86
2023.03.21,989.14,978.96
2023.03.20,994.41,984.18
2023.03.17,991.97,981.76
2023.03.16,994.66,984.43
2023.03.15,992.66,982.45
2023.03.14,972.17,962.17
2023.03.13,983.84,973.71
2023.03.10,981.64,971.53
2023.03.09,969.91,959.93
2023.03.08,962.16,952.26
2023.03.07,958.5,948.63
2023.03.06,957.99,948.13
2023.03.03,957.57,947.71
2023.03.02,961.52,951.62
2023.02.28,966.18,956.24
2023.02.27,971.13,961.14
2023.02.24,966.31,956.37
2023.02.23,960.08,950.21
2023.02.22,969.46,959.48
2023.02.21,965.78,955.84
2023.02.20,967.97,958.01
2023.02.17,969.46,959.48
2023.02.16,961.62,951.72
2023.02.15,962.41,952.5
2023.02.14,957.3,947.45
2023.02.13,965.39,955.45
2023.02.10,966.78,956.83
2023.02.09,961.07,951.18
2023.02.08,963.3,953.38
2023.02.07,955.66,945.83
2023.02.06,950.15,940.37
2023.02.03,953.83,944.02
2023.02.02,954.86,945.04
2023.02.01,949.5,939.73
2023.01.31,950.77,940.99
2023.01.30,944.63,934.91
2023.01.27,950.99,941.21
2023.01.26,949.62,939.85
2023.01.25,951.63,941.84
2023.01.20,948.74,938.98
2023.01.19,963.28,953.36
2023.01.18,958.69,948.82
2023.01.17,966.07,956.13
2023.01.16,966.93,956.98
2023.01.13,971.95,961.94
2023.01.12,954.13,944.3
2023.01.11,942.65,932.95
2023.01.10,946.06,936.32
2023.01.09,944.58,934.86
2023.01.06,954.0,944.18
2023.01.05,954.48,944.65
2023.01.04,973.82,963.79
2023.01.03,977.82,967.75
2023.01.02,973.28,963.26
2022.12.30,963.2,953.29
2022.12.29,953.85,944.03
2022.12.28,948.49,938.73
2022.12.27,953.85,944.03
2022.12.26,958.92,949.05
2022.12.23,966.58,956.63
2022.12.22,969.36,959.39
2022.12.21,973.66,963.63
2022.12.20,974.14,964.11
2022.12.19,954.02,944.2
2022.12.16,959.25,949.37
2022.12.15,960.98,951.09
2022.12.14,961.52,951.62
2022.12.13,962.09,952.19
2022.12.12,953.8,943.98
2022.12.09,958.64,948.77
2022.12.08,965.3,955.37
2022.12.07,967.0,957.05
2022.12.06,969.58,959.6
2022.12.05,958.87,949.0
2022.12.02,969.36,959.39
2022.12.01,959.9,950.02
2022.11.30,947.18,937.43
2022.11.29,961.25,951.35
2022.11.28,964.99,955.06
2022.11.25,959.86,949.98
2022.11.24,962.96,953.05
2022.11.23,963.41,953.49
2022.11.22,959.99,950.11
2022.11.21,961.67,951.77
2022.11.18,959.53,949.65
2022.11.17,963.2,953.29
2022.11.16,952.55,942.75
2022.11.15,945.4,935.67
2022.11.14,945.64,935.91
2022.11.11,950.25,940.47
2022.11.10,961.23,951.33
2022.11.09,934.54,924.93
2022.11.08,946.41,936.67
2022.11.07,954.89,945.07
2022.11.04,962.45,952.54
2022.11.03,965.53,955.59
2022.11.02,967.09,957.14
2022.11.01,959.26,949.38
2022.10.31,962.05,952.15
2022.10.28,964.97,955.04
2022.10.27,973.96,963.94
2022.10.26,967.86,957.9
2022.10.25,968.41,958.44
2022.10.24,965.61,955.67
2022.10.21,973.89,963.87
2022.10.20,952.83,943.03
2022.10.19,958.27,948.4
2022.10.18,957.62,947.77
2022.10.17,965.67,955.73
2022.10.14,969.75,959.77
2022.10.13,977.15,967.1
2022.10.12,976.72,966.67
2022.10.11,985.07,974.93
2022.10.07,980.48,970.39
2022.10.06,974.01,963.99
2022.10.05,983.53,973.41
2022.10.04,987.38,977.22
2022.09.30,995.47,985.23
2022.09.29,991.6,981.4
2022.09.28,997.2,986.93
2022.09.27,985.26,975.12
2022.09.26,989.07,978.88
2022.09.23,992.78,982.56
2022.09.22,991.71,981.5
2022.09.21,969.55,959.56
2022.09.20,970.06,960.07
2022.09.19,971.87,961.86
2022.09.16,971.65,961.64
2022.09.15,975.63,965.58
2022.09.14,975.88,965.83
2022.09.13,964.44,954.51
2022.09.08,966.26,956.32
2022.09.07,960.0,950.12
2022.09.06,966.34,956.38
2022.09.05,976.48,966.43
2022.09.02,972.08,962.07
2022.09.01,969.91,959.92
2022.08.31,969.18,959.2
2022.08.30,974.62,964.58
2022.08.29,974.4,964.37
2022.08.26,976.48,966.43
2022.08.25,979.17,969.08
2022.08.24,981.98,971.86
2022.08.23,978.54,968.46
2022.08.22,979.83,969.73
2022.08.19,975.08,965.03
2022.08.18,981.1,970.99
2022.08.17,973.12,963.1
2022.08.16,977.99,967.91
2022.08.12,984.14,974.0
2022.08.11,982.27,972.15
2022.08.10,985.95,975.79
2022.08.09,968.9,958.92
2022.08.08,968.5,958.52
2022.08.05,975.4,965.35
2022.08.04,980.33,970.23
2022.08.03,977.24,967.17
2022.08.02,997.83,987.55
2022.08.01,989.42,979.23
2022.07.29,979.32,969.23
2022.07.28,968.21,958.24
2022.07.27,957.83,947.96
2022.07.26,960.55,950.65
2022.07.25,960.86,950.96
2022.07.22,963.06,953.14
2022.07.21,950.87,941.08
2022.07.20,949.8,940.02
2022.07.19,949.27,939.49
2022.07.18,952.74,942.92
2022.07.15,955.06,945.22
2022.07.14,950.5,940.71
2022.07.13,951.48,941.68
2022.07.12,958.03,948.16
2022.07.11,955.88,946.03
2022.07.08,956.76,946.9
2022.07.07,958.01,948.14
2022.07.06,961.74,951.83
2022.07.05,965.37,955.42
2022.07.04,956.97,947.11
2022.07.01,958.82,948.94
2022.06.30,954.35,944.51
2022.06.29,950.38,940.59
2022.06.28,948.32,938.55
2022.06.27,950.2,940.41
2022.06.24,959.4,949.51
2022.06.23,962.88,952.96
2022.06.22,957.33,947.46
2022.06.21,952.26,942.45
2022.06.20,958.74,948.86
2022.06.17,960.22,950.32
2022.06.16,971.72,961.71
2022.06.15,960.76,950.86
2022.06.14,960.41,950.51
2022.06.13,957.8,947.93
2022.06.10,953.55,943.72
2022.06.09,942.27,932.56
2022.06.08,938.68,929.01
2022.06.07,946.52,936.77
2022.06.03,956.64,946.78
2022.06.02,963.96,954.03
2022.05.31,965.76,955.81
2022.05.30,972.25,962.24
2022.05.27,989.64,979.45
2022.05.26,998.3,988.01
2022.05.25,999.72,989.42
2022.05.24,992.43,982.21
2022.05.23,991.57,981.36
2022.05.20,995.58,985.33
2022.05.19,1000.74,990.43
2022.05.18,981.34,971.23
2022.05.17,982.1,971.98
2022.05.16,993.93,983.69
2022.05.13,995.46,985.21
2022.05.12,1002.68,992.35
2022.05.11,981.55,971.44
2022.05.10,980.75,970.64
2022.05.09,974.26,964.23
2022.05.06,975.36,965.32
2022.05.04,974.12,964.09
2022.05.03,974.29,964.26
2022.05.02,975.4,965.36
2022.04.29,972.7,962.68
2022.04.28,976.57,966.5
2022.04.27,988.86,978.67
2022.04.26,982.34,972.22
2022.04.25,977.1,967.03
2022.04.22,967.97,958.0
2022.04.21,966.62,956.66
2022.04.20,966.16,956.21
2022.04.19,965.53,955.58
2022.04.18,975.32,965.27
2022.04.15,972.28,962.27
2022.04.14,980.0,969.9
2022.04.13,974.65,964.6
2022.04.12,981.17,971.06
2022.04.11,983.3,973.17
2022.04.08,989.48,979.29
2022.04.07,985.74,975.58
2022.04.06,982.69,972.56
2022.04.05,987.59,977.42
2022.04.04,990.43,980.23
2022.04.01,995.31,985.05
2022.03.31,996.84,986.57
2022.03.30,993.64,983.4
2022.03.29,986.69,976.53
2022.03.28,985.87,975.71
2022.03.25,1002.66,992.33
2022.03.24,1005.8,995.44
2022.03.23,1005.33,994.97
2022.03.22,1008.98,998.59
2022.03.21,1019.5,1008.99
2022.03.18,1020.79,1010.27
2022.03.17,1022.89,1012.35
2022.03.16,1043.36,1032.61
2022.03.15,1055.2,1044.32
2022.03.14,1050.04,1039.21
2022.03.11,1054.61,1043.74
2022.03.10,1059.19,1048.27
2022.03.08,1068.82,1057.8
2022.03.07,1069.16,1058.14
2022.03.04,1055.53,1044.65
2022.03.03,1042.9,1032.15
2022.03.02,1047.68,1036.89
2022.02.28,1042.36,1031.62
2022.02.25,1043.9,1033.14
2022.02.24,1050.36,1039.54
2022.02.23,1035.8,1025.12
2022.02.22,1037.98,1027.28
2022.02.21,1038.18,1027.48
2022.02.18,1037.9,1027.2
2022.02.17,1040.81,1030.09
2022.02.16,1035.21,1024.54
2022.02.15,1035.45,1024.78
2022.02.14,1039.81,1029.09
2022.02.11,1039.2,1028.49
2022.02.10,1032.85,1022.21
2022.02.09,1036.08,1025.4
2022.02.08,1039.73,1029.02
2022.02.07,1043.6,1032.85
2022.02.04,1043.63,1032.88
2022.02.03,1049.44,1038.63
2022.01.28,1050.3,1039.48
2022.01.27,1045.11,1034.34
2022.01.26,1049.89,1039.08
2022.01.25,1050.0,1039.18
2022.01.24,1053.07,1042.22
2022.01.21,1047.11,1036.32
2022.01.20,1041.99,1031.25
2022.01.19,1040.4,1029.68
2022.01.18,1039.44,1028.73
2022.01.17,1041.89,1031.15
2022.01.14,1041.89,1031.15
2022.01.13,1035.15,1024.48
2022.01.12,1032.78,1022.14
2022.01.11,1034.08,1023.42
2022.01.10,1036.56,1025.88
2022.01.07,1039.41,1028.7
2022.01.06,1038.8,1028.09
2022.01.05,1034.94,1024.27
2022.01.04,1032.4,1021.77
2022.01.03,1037.33,1026.64
2021.12.31,1034.0,1023.34
2021.12.30,1033.22,1022.58
2021.12.29,1032.13,1021.49
2021.12.28,1034.96,1024.29
2021.12.27,1035.88,1025.2
2021.12.24,1038.25,1027.55
2021.12.23,1039.32,1028.61
2021.12.22,1043.01,1032.26
2021.12.21,1049.3,1038.48
2021.12.20,1049.87,1039.05
2021.12.17,1044.61,1033.85
2021.12.16,1037.53,1026.84
2021.12.15,1043.18,1032.43
2021.12.14,1041.16,1030.43
2021.12.13,1039.9,1029.18
2021.12.10,1039.21,1028.5
2021.12.09,1036.34,1025.7
2021.12.08,1038.24,1027.58
2021.12.07,1038.08,1027.42
2021.12.06,1043.94,1033.22
2021.12.03,1044.64,1033.92
2021.12.02,1041.27,1030.58
2021.12.01,1040.5,1029.82
2021.11.30,1054.73,1043.9
2021.11.29,1050.59,1039.8
2021.11.26,1049.54,1038.77
2021.11.25,1032.03,1021.44
2021.11.24,1032.34,1021.75
2021.11.23,1035.35,1024.72
2021.11.22,1039.54,1028.87
2021.11.19,1044.55,1033.83
2021.11.18,1035.96,1025.32
2021.11.17,1029.14,1018.58
2021.11.16,1034.18,1023.56
2021.11.15,1035.78,1025.14
2021.11.12,1033.97,1023.35
2021.11.11,1037.76,1027.1
2021.11.10,1041.57,1030.88
2021.11.09,1042.05,1031.35
2021.11.08,1043.86,1033.15
2021.11.05,1042.21,1031.51
2021.11.04,1040.41,1029.73
2021.11.03,1038.07,1027.41
2021.11.02,1035.29,1024.66
2021.11.01,1031.46,1020.88
2021.10.29,1029.69,1019.11
2021.10.28,1030.69,1020.1
2021.10.27,1031.33,1020.75
2021.10.26,1023.55,1013.04
2021.10.25,1029.95,1019.38
2021.10.22,1033.26,1022.65
2021.10.21,1032.76,1022.16
2021.10.20,1026.78,1016.24
2021.10.19,1032.32,1021.73
2021.10.18,1038.71,1028.05
2021.10.15,1036.2,1025.56
2021.10.14,1046.07,1035.33
2021.10.13,1050.01,1039.23
2021.10.12,1055.44,1044.6
2021.10.08,1064.2,1053.28
2021.10.07,1068.58,1057.61
2021.10.06,1073.82,1062.79
2021.10.05,1067.66,1056.7
2021.10.01,1067.78,1056.82
2021.09.30,1058.6,1047.73
2021.09.29,1064.26,1053.34
2021.09.28,1065.15,1054.22
2021.09.27,1064.83,1053.9
2021.09.24,1066.5,1055.55
2021.09.23,1068.49,1057.52
2021.09.17,1080.54,1069.45
2021.09.16,1072.82,1061.81
2021.09.15,1069.06,1058.09
2021.09.14,1063.6,1052.68
2021.09.13,1067.02,1056.07
2021.09.10,1064.27,1053.35
2021.09.09,1064.41,1053.48
2021.09.08,1058.55,1047.68
2021.09.07,1056.65,1045.8
2021.09.06,1052.97,1042.16
2021.09.03,1052.63,1041.83
2021.09.02,1053.68,1042.86
2021.09.01,1050.89,1040.11
2021.08.31,1052.99,1042.18
2021.08.30,1060.59,1049.7
2021.08.27,1062.09,1051.19
2021.08.26,1063.46,1052.54
2021.08.25,1062.96,1052.05
2021.08.24,1064.31,1053.38
2021.08.23,1064.58,1053.65
2021.08.20,1079.74,1068.65
2021.08.19,1073.37,1062.36
2021.08.18,1066.27,1055.33
2021.08.17,1074.61,1063.57
2021.08.13,1060.13,1049.25
2021.08.12,1053.47,1042.65
2021.08.11,1047.39,1036.64
2021.08.10,1041.82,1031.13
2021.08.09,1040.45,1029.77
2021.08.06,1039.31,1028.64
2021.08.05,1044.67,1033.95
2021.08.04,1047.76,1037.01
2021.08.03,1051.69,1040.89
2021.08.02,1050.9,1040.11
2021.07.30,1049.99,1039.21
2021.07.29,1043.55,1032.84
2021.07.28,1049.42,1038.64
2021.07.27,1048.0,1037.24
2021.07.26,1047.14,1036.39
2021.07.23,1042.22,1031.52
2021.07.22,1042.2,1031.5
2021.07.21,1048.5,1037.74
2021.07.20,1050.13,1039.35
2021.07.19,1049.28,1038.51
2021.07.16,1035.06,1024.43
2021.07.15,1038.51,1027.85
2021.07.14,1040.68,1030.0
2021.07.13,1039.14,1028.47
2021.07.12,1042.59,1031.89
2021.07.09,1044.04,1033.32
2021.07.08,1047.05,1036.3
2021.07.07,1027.0,1016.45
2021.07.06,1024.16,1013.65
2021.07.05,1020.53,1010.05
2021.07.02,1019.52,1009.05
2021.07.01,1016.55,1006.11
2021.06.30,1021.41,1010.93
2021.06.29,1023.56,1013.05
2021.06.28,1021.72,1011.23
2021.06.25,1018.82,1008.36
2021.06.24,1022.52,1012.02
2021.06.23,1023.46,1012.96
2021.06.22,1027.57,1017.02
2021.06.21,1028.74,1018.18
2021.06.18,1027.92,1017.37
2021.06.17,1024.34,1013.83
2021.06.16,1017.23,1006.79
2021.06.15,1015.67,1005.24
2021.06.14,1020.29,1009.82
2021.06.11,1018.1,1007.65
2021.06.10,1019.32,1008.86
2021.06.09,1017.31,1006.87
2021.06.08,1019.55,1009.08
2021.06.07,1016.35,1005.91
2021.06.04,1013.66,1003.25
2021.06.03,1015.35,1004.92
2021.06.02,1013.61,1003.2
2021.06.01,1012.36,1001.96
2021.05.31,1010.58,1000.21
2021.05.28,1014.33,1003.91
2021.05.27,1023.41,1012.91
2021.05.26,1026.04,1015.51
2021.05.25,1030.84,1020.26
2021.05.24,1034.39,1023.77
2021.05.21,1037.5,1026.85
2021.05.20,1039.23,1028.56
2021.05.18,1035.83,1025.19
2021.05.17,1042.94,1032.23
2021.05.14,1032.78,1022.18
2021.05.13,1033.74,1023.12
2021.05.12,1035.47,1024.84
2021.05.11,1029.2,1018.63
2021.05.10,1023.96,1013.45
2021.05.07,1026.43,1015.9
2021.05.06,1030.01,1019.43
2021.05.04,1029.58,1019.01
2021.05.03,1026.37,1015.84
2021.04.30,1022.56,1012.06
2021.04.29,1017.86,1007.41
2021.04.28,1022.63,1012.13
2021.04.27,1026.92,1016.38
2021.04.26,1031.14,1020.55
2021.04.23,1036.02,1025.38
2021.04.22,1034.43,1023.81
2021.04.21,1035.1,1024.47
2021.04.20,1028.09,1017.54
2021.04.19,1031.21,1020.62
2021.04.16,1026.8,1016.26
2021.04.15,1026.05,1015.52
2021.04.14,1024.15,1013.64
2021.04.13,1029.53,1018.97
2021.04.12,1028.67,1018.11
2021.04.09,1021.83,1011.34
2021.04.08,1020.31,1009.84
2021.04.07,1019.0,1008.54
2021.04.06,1014.79,1004.37
2021.04.05,1020.67,1010.19
2021.04.02,1021.63,1011.14
2021.04.01,1021.26,1010.78
2021.03.31,1021.1,1010.62
2021.03.30,1028.22,1017.67
2021.03.29,1033.54,1022.94
2021.03.26,1032.58,1021.99
2021.03.25,1039.87,1029.19
2021.03.24,1041.57,1030.88
2021.03.23,1042.08,1031.38
2021.03.22,1037.58,1026.93
2021.03.19,1038.03,1027.37
2021.03.18,1031.97,1021.37
2021.03.17,1035.24,1024.61
2021.03.16,1035.68,1025.05
2021.03.15,1039.24,1028.57
2021.03.12,1042.33,1031.63
2021.03.11,1044.58,1033.86
2021.03.10,1050.16,1039.38
2021.03.09,1046.94,1036.19
