date,trade_rate,foreign_check
date,trade_rate,foreign_check
2017.09.22,1012.18,1001.79
2017.09.21,1008.94,998.58
2017.09.20,1014.87,1004.45
2017.09.19,1015.48,1005.04
2017.09.18,1012.83,1002.43
2017.09.15,1022.85,1012.34
2017.09.14,1027.64,1017.08
2017.09.13,1024.93,1014.4
2017.09.12,1028.44,1017.88
2017.09.11,1043.63,1032.91
2017.09.08,1049.99,1039.21
2017.09.07,1038.4,1027.73
2017.09.06,1041.75,1031.05
2017.09.05,1035.86,1025.22
2017.09.04,1031.21,1020.62
2017.09.01,1018.31,1007.86
2017.08.31,1020.05,1009.57
2017.08.30,1022.39,1011.89
2017.08.29,1036.5,1025.85
2017.08.28,1025.38,1014.85
2017.08.25,1027.11,1016.56
2017.08.24,1030.7,1020.11
2017.08.23,1037.44,1026.78
2017.08.22,1037.73,1027.07
2017.08.21,1046.04,1035.29
2017.08.18,1048.55,1037.78
2017.08.17,1033.47,1022.86
2017.08.16,1028.79,1018.22
2017.08.14,1041.37,1030.67
2017.08.11,1048.18,1037.41
2017.08.10,1040.78,1030.09
2017.08.09,1038.88,1028.2
2017.08.08,1020.61,1010.12
2017.08.07,1019.63,1009.15
2017.08.04,1017.03,1006.58
2017.08.03,1022.89,1012.38
2017.08.02,1014.07,1003.65
2017.08.01,1016.11,1005.67
2017.07.31,1013.71,1003.29
2017.07.28,1010.48,1000.1
2017.07.27,1001.39,991.1
2017.07.26,1001.97,991.68
2017.07.25,1002.38,992.08
2017.07.24,1006.54,996.19
2017.07.21,1004.98,994.66
2017.07.20,1002.63,992.33
2017.07.19,1004.52,994.2
2017.07.18,1002.81,992.51
2017.07.17,1002.89,992.59
2017.07.14,1008.72,998.35
2017.07.13,1004.37,994.05
2017.07.12,1011.82,1001.42
2017.07.11,1007.35,997.0
2017.07.10,1007.97,997.61
2017.07.07,1013.47,1003.05
2017.07.06,1022.8,1012.28
2017.07.05,1016.33,1005.88
2017.07.04,1016.78,1006.33
2017.07.03,1017.35,1006.89
2017.06.30,1022.37,1011.86
2017.06.29,1013.7,1003.28
2017.06.28,1020.56,1010.07
2017.06.27,1016.65,1006.2
2017.06.26,1017.54,1007.08
2017.06.23,1023.42,1012.91
2017.06.22,1028.62,1018.04
2017.06.21,1026.01,1015.47
2017.06.20,1022.65,1012.14
2017.06.19,1023.21,1012.7
2017.06.16,1019.83,1009.35
2017.06.15,1029.31,1018.74
2017.06.14,1026.17,1015.63
2017.06.13,1024.93,1014.4
2017.06.12,1030.36,1019.78
2017.06.09,1016.81,1006.36
2017.06.08,1020.96,1010.47
2017.06.07,1028.21,1017.64
2017.06.05,1012.25,1001.84
2017.06.02,1014.13,1003.71
2017.06.01,1007.86,997.51
2017.05.31,1008.98,998.61
2017.05.30,1013.92,1003.5
2017.05.29,1008.08,997.72
2017.05.26,1006.75,996.4
2017.05.25,1002.33,992.02
2017.05.24,1004.34,994.01
2017.05.23,1010.52,1000.13
2017.05.22,1003.99,993.67
2017.05.19,1009.48,999.1
2017.05.18,1024.34,1013.81
2017.05.17,996.58,986.34
2017.05.16,983.13,973.03
2017.05.15,989.03,978.86
2017.05.12,993.84,983.63
2017.05.11,991.23,981.04
2017.05.10,997.23,986.98
2017.05.08,1006.44,996.09
2017.05.04,1007.0,996.65
2017.05.02,1007.71,997.35
2017.04.28,1022.27,1011.76
2017.04.27,1018.64,1008.17
2017.04.26,1015.3,1004.87
2017.04.25,1021.6,1011.1
2017.04.24,1025.75,1015.2
2017.04.21,1041.2,1030.5
2017.04.20,1044.08,1033.34
2017.04.19,1047.0,1036.23
2017.04.18,1050.5,1039.7
2017.04.17,1048.36,1037.58
2017.04.14,1051.23,1040.42
2017.04.13,1035.75,1025.1
2017.04.12,1040.76,1030.06
2017.04.11,1036.75,1026.09
2017.04.10,1026.95,1016.39
2017.04.07,1027.64,1017.07
2017.04.06,1019.93,1009.44
2017.04.05,1014.44,1004.0
2017.04.04,1018.52,1008.04
2017.04.03,1004.22,993.89
2017.03.31,999.64,989.36
2017.03.30,1004.18,993.85
2017.03.29,1005.01,994.68
2017.03.28,1009.02,998.65
2017.03.27,1006.31,995.96
2017.03.24,1010.58,1000.18
2017.03.23,1011.77,1001.38
2017.03.22,1006.33,995.99
2017.03.21,994.54,984.33
2017.03.20,990.74,980.57
2017.03.17,999.51,989.25
2017.03.16,997.4,987.16
2017.03.15,999.87,989.61
2017.03.14,1001.61,991.32
2017.03.13,1000.48,990.21
2017.03.10,1001.6,991.32
2017.03.09,1012.04,1001.65
2017.03.08,1009.33,998.96
2017.03.07,1008.91,998.55
2017.03.06,1014.85,1004.43
2017.03.03,1011.23,1000.84
2017.03.02,1000.92,990.64
2017.02.28,1007.18,996.83
2017.02.27,1010.47,1000.08
2017.02.24,1007.89,997.53
2017.02.23,1006.87,996.52
2017.02.22,1012.03,1001.63
2017.02.21,1008.93,998.56
2017.02.20,1014.27,1003.85
2017.02.17,1019.77,1009.28
2017.02.16,1004.76,994.43
2017.02.15,996.72,986.47
2017.02.14,1003.31,993.0
2017.02.13,1011.7,1001.3
2017.02.10,1013.08,1002.67
2017.02.09,1019.29,1008.81
2017.02.08,1022.16,1011.65
2017.02.07,1020.49,1009.99
2017.02.06,1012.55,1002.14
2017.02.03,1015.3,1004.86
2017.02.02,1017.44,1006.97
2017.02.01,1021.88,1011.37
2017.01.31,1025.96,1015.41
2017.01.26,1019.88,1009.39
2017.01.25,1029.17,1018.59
2017.01.24,1028.93,1018.35
2017.01.23,1030.82,1020.22
2017.01.20,1020.52,1010.03
2017.01.19,1027.34,1016.79
2017.01.18,1031.93,1021.32
2017.01.17,1034.12,1023.49
2017.01.16,1037.28,1026.62
2017.01.13,1027.31,1016.76
2017.01.12,1034.24,1023.62
2017.01.11,1031.89,1021.29
2017.01.10,1033.27,1022.66
2017.01.09,1032.09,1021.49
2017.01.06,1026.29,1015.75
2017.01.05,1021.24,1010.75
2017.01.04,1023.57,1013.06
2017.01.03,1021.45,1010.96
2017.01.02,1030.97,1020.39
2016.12.30,1029.87,1019.28
2016.12.29,1037.38,1026.72
2016.12.28,1030.38,1019.8
2016.12.27,1028.11,1017.55
2016.12.26,1026.53,1015.99
2016.12.23,1027.19,1016.64
2016.12.22,1023.49,1012.97
2016.12.21,1019.49,1009.02
2016.12.20,1012.32,1001.92
2016.12.19,1014.29,1003.87
2016.12.16,1004.27,993.97
2016.12.15,1002.2,991.92
2016.12.14,1016.58,1006.15
2016.12.13,1012.1,1001.73
2016.12.12,1009.58,999.22
2016.12.09,1018.72,1008.27
2016.12.08,1019.66,1009.2
2016.12.07,1020.4,1009.94
2016.12.06,1028.09,1017.54
2016.12.05,1027.99,1017.45
2016.12.02,1028.99,1018.43
2016.12.01,1023.48,1012.98
2016.11.30,1034.71,1024.09
2016.11.29,1039.28,1028.61
2016.11.28,1042.71,1032.01
2016.11.25,1041.8,1031.11
2016.11.24,1043.7,1032.99
2016.11.23,1057.53,1046.67
2016.11.22,1060.1,1049.22
2016.11.21,1065.86,1054.91
2016.11.18,1069.22,1058.24
2016.11.17,1076.23,1065.18
2016.11.16,1071.31,1060.31
2016.11.15,1079.93,1068.84
2016.11.14,1089.31,1078.13
2016.11.11,1096.39,1085.13
2016.11.10,1085.66,1074.52
2016.11.09,1114.92,1103.47
2016.11.08,1085.49,1074.34
2016.11.07,1094.79,1083.55
2016.11.04,1112.19,1100.77
2016.11.03,1107.72,1096.34
2016.11.02,1107.29,1095.91
2016.11.01,1088.45,1077.27
2016.10.31,1090.22,1079.02
2016.10.28,1088.41,1077.22
2016.10.27,1092.55,1081.32
2016.10.26,1088.37,1077.18
2016.10.25,1084.33,1073.18
2016.10.24,1090.1,1078.89
2016.10.21,1099.97,1088.67
2016.10.20,1086.87,1075.7
2016.10.19,1085.18,1074.02
2016.10.18,1084.12,1072.98
2016.10.17,1095.06,1083.8
2016.10.14,1086.98,1075.81
2016.10.13,1095.57,1084.31
2016.10.12,1085.08,1073.93
2016.10.11,1083.01,1071.88
2016.10.10,1074.69,1063.65
2016.10.07,1080.13,1069.03
2016.10.06,1075.71,1064.65
2016.10.05,1082.45,1071.33
2016.10.04,1082.98,1071.85
2016.09.30,1091.61,1080.41
2016.09.29,1082.16,1071.05
2016.09.28,1092.06,1080.85
2016.09.27,1096.0,1084.75
2016.09.26,1103.59,1092.26
2016.09.23,1094.52,1083.29
2016.09.22,1094.11,1082.88
2016.09.21,1108.3,1096.92
2016.09.20,1099.0,1087.72
2016.09.19,1101.77,1090.47
2016.09.13,1100.14,1088.84
2016.09.12,1096.66,1085.4
2016.09.09,1074.15,1063.13
2016.09.08,1073.13,1062.11
2016.09.07,1074.65,1063.61
2016.09.06,1070.75,1059.76
2016.09.05,1070.27,1059.29
2016.09.02,1077.09,1066.03
2016.09.01,1081.04,1069.94
2016.08.31,1081.08,1069.98
2016.08.30,1090.41,1079.21
2016.08.29,1097.81,1086.54
2016.08.26,1111.74,1100.32
2016.08.25,1110.56,1099.15
2016.08.24,1118.75,1107.26
2016.08.23,1116.89,1105.42
2016.08.22,1118.64,1107.15
2016.08.19,1116.93,1105.46
2016.08.18,1106.24,1094.87
2016.08.17,1104.54,1093.19
2016.08.16,1092.9,1081.67
2016.08.12,1092.37,1081.15
2016.08.11,1086.28,1075.12
2016.08.10,1082.95,1071.82
2016.08.09,1082.71,1071.59
2016.08.08,1081.94,1070.83
2016.08.05,1095.44,1084.19
2016.08.04,1100.44,1089.14
2016.08.03,1105.67,1094.31
2016.08.02,1092.21,1080.99
2016.08.01,1082.77,1071.64
2016.07.29,1085.76,1074.61
2016.07.28,1077.42,1066.36
2016.07.27,1074.08,1063.05
2016.07.26,1090.46,1079.27
2016.07.25,1073.09,1062.07
2016.07.22,1072.78,1061.77
2016.07.21,1073.38,1062.37
2016.07.20,1071.55,1060.54
2016.07.19,1073.32,1062.31
2016.07.18,1077.88,1066.82
2016.07.15,1070.7,1059.71
2016.07.14,1073.17,1062.15
2016.07.13,1095.82,1084.57
2016.07.12,1104.54,1093.2
2016.07.11,1121.71,1110.19
2016.07.08,1151.42,1139.59
2016.07.07,1142.36,1130.63
2016.07.06,1155.45,1143.58
2016.07.05,1138.56,1126.87
2016.07.04,1118.65,1107.16
2016.07.01,1118.64,1107.15
2016.06.30,1120.63,1109.12
2016.06.29,1127.67,1116.09
2016.06.28,1141.34,1129.62
2016.06.27,1165.15,1153.19
2016.06.24,1146.68,1134.91
2016.06.23,1083.2,1072.08
2016.06.22,1101.6,1090.29
2016.06.21,1104.14,1092.8
2016.06.20,1108.83,1097.45
2016.06.17,1125.33,1113.79
2016.06.16,1130.84,1119.23
2016.06.15,1105.09,1093.75
2016.06.14,1112.95,1101.53
2016.06.13,1108.44,1097.07
2016.06.10,1091.5,1080.3
2016.06.09,1087.66,1076.5
2016.06.08,1077.51,1066.45
2016.06.07,1073.42,1062.4
2016.06.03,1089.47,1078.29
2016.06.02,1089.25,1078.07
2016.06.01,1085.57,1074.42
2016.05.31,1072.88,1061.86
2016.05.30,1071.49,1060.48
2016.05.27,1075.56,1064.51
2016.05.26,1075.2,1064.16
2016.05.25,1073.11,1062.09
2016.05.24,1088.84,1077.65
2016.05.23,1080.95,1069.84
2016.05.20,1080.24,1069.14
2016.05.19,1082.39,1071.27
2016.05.18,1082.33,1071.21
2016.05.17,1072.24,1061.23
2016.05.16,1082.46,1071.35
2016.05.13,1077.84,1066.77
2016.05.12,1071.72,1060.71
2016.05.11,1076.36,1065.31
2016.05.10,1073.82,1062.79
2016.05.09,1083.91,1072.77
2016.05.04,1081.22,1070.12
2016.05.03,1079.12,1068.04
2016.05.02,1069.72,1058.73
2016.04.29,1065.49,1054.54
2016.04.28,1053.29,1042.47
2016.04.27,1033.74,1023.12
2016.04.26,1036.61,1025.97
2016.04.25,1032.37,1021.77
2016.04.22,1036.06,1025.42
2016.04.21,1034.64,1024.02
2016.04.20,1039.18,1028.51
2016.04.19,1038.48,1027.82
2016.04.18,1058.85,1047.98
2016.04.15,1049.74,1038.96
2016.04.14,1058.2,1047.33
2016.04.12,1056.94,1046.09
2016.04.11,1060.56,1049.67
2016.04.08,1059.33,1048.45
2016.04.07,1064.08,1053.16
2016.04.06,1051.01,1040.22
2016.04.05,1050.06,1039.27
2016.04.04,1030.74,1020.16
2016.04.01,1024.82,1014.3
2016.03.31,1015.67,1005.24
2016.03.30,1022.46,1011.96
2016.03.29,1024.98,1014.46
2016.03.28,1027.67,1017.12
2016.03.25,1035.4,1024.77
2016.03.24,1034.12,1023.5
2016.03.23,1032.9,1022.29
2016.03.22,1038.81,1028.14
2016.03.21,1041.39,1030.7
2016.03.18,1044.66,1033.93
2016.03.17,1047.54,1036.79
2016.03.16,1050.16,1039.37
2016.03.15,1052.63,1041.82
2016.03.14,1045.43,1034.69
2016.03.11,1049.95,1039.17
2016.03.10,1058.71,1047.83
2016.03.09,1079.62,1068.52
2016.03.08,1070.23,1059.24
2016.03.07,1061.58,1050.67
2016.03.04,1061.1,1050.2
2016.03.03,1067.45,1056.48
2016.03.02,1073.15,1062.13
2016.02.29,1095.7,1084.45
2016.02.26,1096.09,1084.83
2016.02.25,1107.24,1095.86
2016.02.24,1100.86,1089.55
2016.02.23,1098.58,1087.29
2016.02.22,1091.47,1080.26
2016.02.19,1090.47,1079.27
2016.02.18,1081.83,1070.71
2016.02.17,1077.73,1066.65
2016.02.16,1062.06,1051.14
2016.02.15,1061.2,1050.3
2016.02.12,1072.82,1061.79
2016.02.11,1077.9,1066.81
2016.02.05,1024.29,1013.76
2016.02.04,1018.18,1007.71
2016.02.03,1014.25,1003.82
2016.02.02,1001.91,991.61
2016.02.01,991.67,981.47
2016.01.29,997.6,987.33
2016.01.28,1015.15,1004.7
2016.01.27,1017.51,1007.03
2016.01.26,1020.67,1010.16
2016.01.25,1012.34,1001.91
2016.01.22,1013.95,1003.51
2016.01.21,1038.33,1027.64
2016.01.20,1048.07,1037.28
2016.01.19,1024.28,1013.74
2016.01.18,1032.91,1022.27
2016.01.15,1033.87,1023.22
2016.01.14,1031.44,1020.82
2016.01.13,1017.75,1007.27
2016.01.12,1032.27,1021.64
2016.01.11,1023.67,1013.13
2016.01.08,1012.75,1002.32
2016.01.07,1020.58,1010.07
2016.01.06,1012.15,1001.73
2016.01.05,997.48,987.21
2016.01.04,999.41,989.12
2015.12.31,978.07,968.0
2015.12.30,974.09,964.06
2015.12.29,970.68,960.68
2015.12.28,966.99,957.04
2015.12.24,972.58,962.56
2015.12.23,972.31,962.3
2015.12.22,967.13,957.18
2015.12.21,969.61,959.63
2015.12.18,977.06,967.0
2015.12.17,964.54,954.61
2015.12.16,965.7,955.76
2015.12.15,976.36,966.32
2015.12.14,978.05,967.98
2015.12.11,969.08,959.11
2015.12.10,969.78,959.8
2015.12.09,962.62,952.71
2015.12.08,957.16,947.3
2015.12.07,946.44,936.7
2015.12.04,945.44,935.71
2015.12.03,942.99,933.28
2015.12.02,944.86,935.14
2015.12.01,942.08,932.38
2015.11.30,941.69,932.0
2015.11.27,944.52,934.8
2015.11.26,938.21,928.55
2015.11.25,934.72,925.09
2015.11.24,941.95,932.25
2015.11.23,941.92,932.22
2015.11.20,941.32,931.63
2015.11.19,944.73,935.01
2015.11.18,949.79,940.02
2015.11.17,950.78,941.0
2015.11.16,954.72,944.89
2015.11.13,949.98,940.21
2015.11.12,942.91,933.2
2015.11.11,938.85,929.18
2015.11.10,939.96,930.28
2015.11.09,939.07,929.4
2015.11.06,937.06,927.41
2015.11.05,935.65,926.02
